age_binary,age_bucketized,sex_binary,race_C,score,rank,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,is_recid,is_violent_recid,two_year_recid,Violence_score,Recidivism_score
1.0,1.0,0.0,0.0,2.238959544690792,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,-2.27,0.18
0.0,0.0,1.0,0.0,2.2388498514984483,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,-1.0,-3.0
1.0,0.0,0.0,0.0,2.2385314470705793,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,-2.0
0.0,0.0,0.0,2.0,2.2367196249988512,4.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
0.0,0.0,1.0,1.0,2.2343713319007388,5.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,2.0,2.2338672135978443,6.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,-1.0,-1.0
1.0,1.0,0.0,2.0,2.2337787996153327,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,-2.0,-1.0
1.0,0.0,0.0,2.0,2.233021175906926,8.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,-2.0,-1.0
1.0,0.0,1.0,2.0,2.232789885411016,9.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,-2.0,1.0
1.0,0.0,0.0,2.0,2.2320627760089757,10.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-3.0,-1.0
0.0,0.0,1.0,1.0,2.2318943034158383,11.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,-3.0,-1.0
1.0,0.0,1.0,0.0,2.2316501644602984,12.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,0.0,-4.0,-2.0
0.0,0.0,0.0,0.0,2.2301155220565407,13.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0
0.0,0.0,1.0,1.0,2.2300613335991044,14.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,-1.0,-2.0
1.0,0.0,1.0,1.0,2.227440340516476,15.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,1.0,-1.0,0.0
1.0,0.0,1.0,1.0,2.22641675320747,16.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,-1.0,-1.0
1.0,0.0,1.0,2.0,2.2263152897680785,17.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,-2.0,-2.0
1.0,1.0,1.0,2.0,2.225753051246294,18.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,-3.0,-3.0
1.0,1.0,0.0,1.0,2.225700097112445,19.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,-4.0,-3.0
0.0,1.0,1.0,1.0,2.224042028786028,20.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,-4.0,-1.0
1.0,1.0,1.0,2.0,2.2235096005371067,21.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0
1.0,0.0,1.0,2.0,2.2229303969578127,22.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,-1.0,1.0
1.0,1.0,1.0,2.0,2.222828383090328,23.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,-1.0,1.0
1.0,0.0,1.0,1.0,2.2222883965659888,24.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,1.0,0.0,-3.0
1.0,0.0,0.0,0.0,2.221342674233751,25.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,-4.0,0.0
1.0,0.0,0.0,0.0,2.2212728870198064,26.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,2.2192585745099924,27.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,-1.0,0.0
1.0,0.0,0.0,1.0,2.218460095578015,28.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-3.0,-1.0
1.0,1.0,1.0,2.0,2.2101028809188072,29.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,-1.0,-3.0
0.0,1.0,1.0,2.0,2.2094426895520023,30.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,-1.0,-3.0
1.0,1.0,1.0,1.0,2.2078567696395903,31.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,0.0,0.0,-2.0,-3.0
0.0,1.0,1.0,2.0,2.2074916087988474,32.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,-1.0,-3.0
0.0,0.0,0.0,1.0,2.2060077537027984,33.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0
1.0,1.0,1.0,1.0,2.20491752356044,34.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,-3.0,0.0
0.0,0.0,0.0,1.0,2.203622437433392,35.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,-4.0,-1.0
0.0,1.0,0.0,1.0,2.2025167037213165,36.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,-4.0,1.0
1.0,0.0,0.0,0.0,2.201518241797149,37.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,-4.0,-2.0
0.0,1.0,0.0,1.0,2.200002908761511,38.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,-2.0,-2.0
0.0,0.0,0.0,0.0,2.195845885127138,39.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,-4.0,-3.0
0.0,1.0,1.0,1.0,2.192561190851288,40.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,-2.0,0.0
0.0,1.0,0.0,2.0,2.1901585861965662,41.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,-4.0,-1.0
1.0,0.0,0.0,0.0,2.187733346280407,42.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-3.0
1.0,1.0,1.0,0.0,2.1870008159642182,43.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,-1.0,-3.0
1.0,1.0,1.0,1.0,2.1865908586108005,44.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,-2.0,-1.0
1.0,1.0,1.0,1.0,2.185838833953357,45.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,-4.0,0.0
0.0,1.0,0.0,2.0,2.184982395860287,46.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0
0.0,0.0,1.0,2.0,2.1836709215737726,47.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,-1.0,-1.0
1.0,1.0,1.0,2.0,2.1834663857885532,48.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,0.0,1.0,-1.0,-2.0
1.0,0.0,1.0,1.0,2.178486187986254,49.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,-3.0,1.0
0.0,0.0,0.0,2.0,2.1781143656046926,50.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,-4.0,-3.0
0.0,0.0,0.0,0.0,2.177817440727373,51.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,-2.0,0.0
1.0,0.0,1.0,2.0,2.177747032938849,52.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,-3.0,0.0
1.0,1.0,1.0,1.0,2.1740458557335502,53.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,-3.0,0.0
0.0,0.0,0.0,0.0,2.173741207292496,54.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,-3.0,0.0
1.0,0.0,1.0,0.0,2.173629761524201,55.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,-3.0,-1.0
1.0,1.0,1.0,1.0,2.1733374211096548,56.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0
0.0,1.0,1.0,0.0,2.171669805215509,57.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,-2.0,-2.0
0.0,0.0,0.0,0.0,2.1713975050550065,58.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,-4.0,1.0
1.0,0.0,0.0,1.0,2.168516550684413,59.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,-2.0,-2.0
0.0,0.0,0.0,1.0,2.1677906892098067,60.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,-4.0,-3.0
1.0,1.0,0.0,2.0,2.1660312150155767,61.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0
